"List ID","List Title","Item Title",Link,"No Follow",Ugc,"New Tab","Sub Title","FA Icon Class","Use Favicon","Attachment ID","Attachment Title","Direct/External Image Link",Upvotes,"Item bg Color",Terms,"List Holder Color","Item Background Color","Item Background Color (Hover)","Item Text Color","Item Text Color (Hover)","Item Sub Text Color","Item Sub Text Color (Hover)","Item Border Color","Item Border Color (Hover)","List Title Color","Filter Button Background Color","Filter Button Text Color","Ad Content","List Order","Post Status","Long Description",Tags,"New (supported value  1, 0)","Featured (supported value 1, 0)","Generate Image from Website Link (supported value 1, 0)","Generate title and subtitle from Website Link (supported value 1, 0)"
27401,"Content Management",Drupal,https://www.drupal.org/,1,0,1,"Drupal is powered by an open source community.",,0,https://dev.quantumcloud.com/sld/wp-content/uploads/2018/07/620465a47bf2c657542ec23bc44378ed_sldwebsite-1.jpg,,,141,#dcedc1,"Design Resources, Programmer Resources, Wordpress Plugins, WordPress Resources",,,,,,,,,,,,,,12,,"Tesla’s Elon Musk says that advances in Artificial Intelligence present a “fundamental risk to the existence of civilization.” Salesforce CEO Marc Benioff believes Facebook ought to be regulated like a tobacco company because social media has become (literally?) carcinogenic. And Russian zillionaire George Soros last week called Google “a menace to society.”

Eschewing much of the over-the-top luddism that now fills the New York Times (“Silicon Valley is Not Your Friends”), the Guardian (“The Tech Insiders Who Fear a Smartphone Dystopia”), and other mainstream media outlets, Keen proffers practical solutions to a wide range of tech-related woes. These include persistent public and private surveillance, labor displacement, and fake news.",Design,,,1,
29399,"Audio List 02","The School of Life",https://play4hymn.com/wp-content/uploads/2020/07/A-Might-Fortress-is-Our-GodOZ.mp3,1,0,1,"The School of Life - ‘How to Soothe Ourselves and Others’.",fa-download,0,,,https://www.google.com/s2/favicons?domain=https://play4hymn.com/wp-content/uploads/2020/07/A-Might-Fortress-is-Our-GodOZ.mp3,56,0,Video,,,,,,,,,,,#dd3333,#ffffff,,8,publish,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.",,,,,
29399,"Audio List 02","THE LIONS OF CHINATOWN",https://play4hymn.com/wp-content/uploads/2020/07/A-Might-Fortress-is-Our-GodOZ.mp3,1,0,1,"The Lions of Chinatown follows a young woman as she trains to become.",fa-arrow-circle-o-down,0,,,https://www.google.com/s2/favicons?domain=https://play4hymn.com/wp-content/uploads/2020/07/A-Might-Fortress-is-Our-GodOZ.mp3,18,0,Video,,,,,,,,,,,,,,8,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.",,,,,
29399,"Audio List 02","ENTRE CIEL ET TERRE",https://play4hymn.com/wp-content/uploads/2020/07/A-Might-Fortress-is-Our-GodOZ.mp3,1,0,1,"There are only a few regions in the world where the skies meet the Earth.",fa-file-audio-o,0,,,https://www.google.com/s2/favicons?domain=https://play4hymn.com/wp-content/uploads/2020/07/A-Might-Fortress-is-Our-GodOZ.mp3,7,0,Video,,,,,,,,,,,,,,8,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.",,,,,
29399,"Audio List 02","A Place We Call Reality",https://play4hymn.com/wp-content/uploads/2020/07/A-Might-Fortress-is-Our-GodOZ.mp3,1,0,1,"short visual memoir, or an alternative take on vlogging.",fa-pause-circle,0,,,https://www.google.com/s2/favicons?domain=https://play4hymn.com/wp-content/uploads/2020/07/A-Might-Fortress-is-Our-GodOZ.mp3,11,0,Video,,,,,,,,,,,,,,8,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.",,,,,
29399,"Audio List 02","9 Amazing Magnet Gadgets!",https://play4hymn.com/wp-content/uploads/2020/07/A-Might-Fortress-is-Our-GodOZ.mp3,1,0,1,"9 Amazing Magnet Gadgets!",fa-pause-circle-o,0,,,https://www.google.com/s2/favicons?domain=https://play4hymn.com/wp-content/uploads/2020/07/A-Might-Fortress-is-Our-GodOZ.mp3,7,0,Video,,,,,,,,,,,,,,8,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.",,,,,
29399,"Audio List 02","Wild Horses",https://play4hymn.com/wp-content/uploads/2020/07/A-Might-Fortress-is-Our-GodOZ.mp3,1,0,1,"Wild Horses.",fa-pause,0,,,https://www.google.com/s2/favicons?domain=https://play4hymn.com/wp-content/uploads/2020/07/A-Might-Fortress-is-Our-GodOZ.mp3,18,0,Video,,,,,,,,,,,,,,8,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.",,,,,
29397,"Audio List 01","Twitter List Copy",https://play4hymn.com/wp-content/uploads/2020/07/A-Might-Fortress-is-Our-GodOZ.mp3,1,0,1,"Lost in Malta is our latest travel adventure. This time we're exploring.",fa-file-audio-o,0,,,https://www.google.com/s2/favicons?domain=https://play4hymn.com/wp-content/uploads/2020/07/A-Might-Fortress-is-Our-GodOZ.mp3,33,0,Video,,,,,,,,,,,#8224e3,#ffffff,,7,publish,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.",,,,,
29397,"Audio List 01","Data Viz Color Palette",https://play4hymn.com/wp-content/uploads/2020/07/A-Might-Fortress-is-Our-GodOZ.mp3,1,0,1,"Lost in Malta is our latest travel adventure. This time we're exploring.",fa-file-audio-o,0,,,https://www.google.com/s2/favicons?domain=https://play4hymn.com/wp-content/uploads/2020/07/A-Might-Fortress-is-Our-GodOZ.mp3,13,0,Video,,,,,,,,,,,,,,7,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.",,,,,
29397,"Audio List 01",Coolors,https://play4hymn.com/wp-content/uploads/2020/07/A-Might-Fortress-is-Our-GodOZ.mp3,1,0,1,"Lost in Malta is our latest travel adventure. This time we're exploring.",fa-file-audio-o,0,,,https://www.google.com/s2/favicons?domain=https://play4hymn.com/wp-content/uploads/2020/07/A-Might-Fortress-is-Our-GodOZ.mp3,6,0,Video,,,,,,,,,,,,,,7,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.",,,,,
29397,"Audio List 01","LOST IN MALTA Mp3",https://play4hymn.com/wp-content/uploads/2020/07/A-Might-Fortress-is-Our-GodOZ.mp3,1,0,1,"Lost in Malta is our latest travel adventure. This time we're exploring.",fa-play-circle-o,0,,,https://www.google.com/s2/favicons?domain=https://play4hymn.com/wp-content/uploads/2020/07/A-Might-Fortress-is-Our-GodOZ.mp3,8,0,Video,,,,,,,,,,,,,,7,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.",,,,,
29397,"Audio List 01","WpVoice Record",https://play4hymn.com/wp-content/uploads/2020/07/A-Might-Fortress-is-Our-GodOZ.mp3,1,0,1,"Here is the TOP 10 Best Smartphone To Buy In 2018 !",fa-arrow-circle-o-down,0,,,https://www.google.com/s2/favicons?domain=https://play4hymn.com/wp-content/uploads/2020/07/A-Might-Fortress-is-Our-GodOZ.mp3,6,0,Video,,,,,,,,,,,,,,7,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco.",,,,,
28774,"9 Best PHP eBooks In 2019","Drupal 8 Module Development",https://www.amazon.com/Drupal-Module-Development-modules-version-ebook/dp/B07Q3KDXD8?tag=uuid10-20,1,0,1,"create and customize impressive Drupal 8 modules.",,0,https://dev.quantumcloud.com/sld/wp-content/uploads/2017/01/512fdZk5vIL.jpg,,https://www.google.com/s2/favicons?domain=https://www.amazon.com/Drupal-Module-Development-modules-version-ebook/dp/B07Q3KDXD8?tag=uuid10-20,2474,#a8e6cf,"Ebooks, Ebook Child One, Ebook Child Four",,,,,,,,,,,#e056fd,#ffffff,,1,publish,"<div class=""desc-content"">Learn to create and customize impressive Drupal 8 modules to extend your website's functionalities
Key Features
Explore a plethora of Drupal 8 APIs and get the best out of them using the power of PHP coding
Learn to implement efficient data management and data security by creating dedicated modules for it</div>
<span class=""toggle showmore""> </span>",,,,,
28774,"9 Best PHP eBooks In 2019","Programming for Beginners",https://www.amazon.com/Programming-Beginners-Books-Javascript-Fundamental-ebook/dp/B07LB9HSV1?tag=uuid10-20,1,0,1,"PHP is a fast-paced book perfect for PHP beginners.",,0,https://dev.quantumcloud.com/sld/wp-content/uploads/2017/01/51fU3PmD4PL.jpg,,https://www.google.com/s2/favicons?domain=https://www.amazon.com/Programming-Beginners-Books-Javascript-Fundamental-ebook/dp/B07LB9HSV1?tag=uuid10-20,889,#dcedc1,"Ebooks, Ebook Child One, Ebook Child Four",,,,,,,,,,,,,,1,,"Are you looking forward to learning Computer Programming? No matter your skill level, this powerful blueprint 6 Books in 1 will get the ball rolling to help you begin and start up with ""Basic Fundamental Guide for Beginners""
SWIFT is designed to help new starters to Swift programming build a strong foundation in fundamentals of using Swift. In this book, you will get a practical experience of how to code in Swift language, techniques, tools and concepts to help you obtain the basic skills Swift
PHP is a fast-paced book perfect for PHP beginners who want to master the art of writing quality PHP code",,,,,
28774,"9 Best PHP eBooks In 2019","PHP MYSQL complete guide.",https://www.amazon.com/PHP-MYSQL-complete-guide-beginners-ebook/dp/B07KR7PG1L?tag=uuid10-20,1,0,1,"A complete guide to learn PHP MYSQL.",,0,https://dev.quantumcloud.com/sld/wp-content/uploads/2017/01/41P5tF3rQfL.jpg,,https://www.google.com/s2/favicons?domain=https://www.amazon.com/PHP-MYSQL-complete-guide-beginners-ebook/dp/B07KR7PG1L?tag=uuid10-20,647,#ffd3b6,"Ebooks, Ebook Child One, Ebook Child Four",,,,,,,,,,,,,,1,,"A complete guide for those who want to learn PHP MYSQL. Every chapter is explained briefly with exercises. This ebook is the first step towards learning PHP (Hypertext Preprocessor) which is a well-known server-side language. And Mysql, which is mostly used database on the web",,,,,
28774,"9 Best PHP eBooks In 2019","Magento 1.3 PHP Developer's Guide",https://www.amazon.com/Magento-1-3-PHP-Developers-Guide-ebook/dp/B07JPR3BTC?tag=uuid10-20,1,0,1,"Magento is the most effective e-commerce solution.",,0,https://dev.quantumcloud.com/sld/wp-content/uploads/2019/08/51LckQx0NcL.jpg,,https://www.google.com/s2/favicons?domain=https://www.amazon.com/Magento-1-3-PHP-Developers-Guide-ebook/dp/B07JPR3BTC?tag=uuid10-20,559,#ffaaa5,"Ebooks, Ebook Child One, Ebook Child Four",,,,,,,,,,,,,,1,,"<div class=""description collapsed"">
<div class=""p1"">
<div class=""desc-content"">Magento is the most effective e-commerce solution around and has became popular eventually frame. You can make and manage online shops using the comprehensive package of highly effective tools it offers. However, because of its highly effective features, creating with Magento can be easier said than done This guide can tell you how to develop better and do more with the Magento. You will be able to increase and personalize segments for the Magento program without modifying the primary program code.</div>
</div>
</div>
<div class=""reviews"">
<div class=""review show-more-reviews""></div>
</div>",,,,,
